D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,D16
0.00E+00,7.24E-29,-1.14E-27,-1.57E-27,5.23E-26,-6.18E-19,3.97E-18,2.31E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.29E-28,3.46E-27,1.79E-26,2.37E-25,-6.40E-19,1.24E-17,-2.15E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,8.59E-29,2.26E-28,7.42E-27,2.21E-26,3.09E-19,-4.82E-18,1.45E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,5.08E-29,-1.08E-27,-5.77E-27,-1.60E-26,9.23E-20,2.10E-17,1.35E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.97E-28,-3.55E-27,-6.01E-26,5.60E-26,5.71E-19,-1.01E-17,-4.19E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.76E-28,-2.25E-27,3.30E-26,1.25E-26,1.86E-19,-4.11E-18,3.31E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.04E-28,-2.71E-27,5.12E-27,-1.92E-26,-4.36E-19,9.10E-19,2.81E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-7.54E-28,6.10E-27,1.08E-26,-2.05E-25,1.54E-18,-6.17E-18,2.51E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.47E-28,-3.16E-27,-1.35E-26,-1.82E-26,1.34E-18,-5.78E-18,-5.93E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.07E-29,-6.95E-28,3.46E-26,-4.99E-26,9.71E-19,3.52E-18,-4.39E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-8.18E-29,5.96E-28,1.29E-26,-6.43E-26,3.67E-19,-1.95E-18,-7.91E-20,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.51E-28,3.46E-27,-1.93E-26,7.12E-27,8.89E-19,-1.76E-18,-3.80E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-4.54E-29,-1.76E-27,-2.11E-27,-4.62E-26,9.09E-19,1.88E-18,-6.58E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.06E-29,1.96E-28,6.68E-27,-5.57E-26,2.13E-19,-5.30E-18,-2.29E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.71E-29,-3.23E-28,-6.50E-27,3.50E-26,-1.13E-19,-3.35E-18,-3.47E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-5.09E-29,-2.96E-27,2.42E-26,1.54E-25,-5.35E-19,5.07E-18,-4.69E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.53E-29,1.66E-28,-1.48E-26,-1.85E-26,3.13E-19,-1.73E-18,5.94E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,7.94E-29,4.49E-28,3.50E-26,-6.06E-26,-6.82E-19,4.54E-18,4.14E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,7.31E-29,3.38E-28,1.78E-26,8.84E-27,6.93E-20,-3.89E-18,-1.38E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,8.69E-29,-4.40E-27,3.91E-26,-7.67E-26,1.17E-18,-7.75E-18,7.18E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.30E-28,-7.81E-28,6.96E-27,-6.02E-26,1.45E-19,-4.58E-18,-1.89E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-8.90E-29,3.47E-28,-1.43E-26,1.19E-25,-2.92E-19,1.07E-17,3.87E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,5.40E-29,-6.26E-28,-5.00E-27,3.15E-26,-9.86E-20,2.85E-18,1.58E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.81E-28,9.87E-28,2.27E-27,-1.21E-25,8.71E-19,-1.03E-17,-2.16E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.24E-28,-7.69E-28,5.81E-26,1.00E-25,-1.18E-18,7.20E-18,6.59E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.31E-28,2.73E-27,-9.46E-27,-6.22E-26,-5.15E-19,8.38E-18,1.19E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.79E-28,1.36E-27,1.17E-26,5.10E-26,1.23E-18,-5.42E-18,-1.44E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,7.12E-29,-1.12E-27,-1.31E-27,5.32E-26,7.65E-20,1.16E-17,1.77E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.88E-28,1.67E-27,-2.04E-26,1.69E-25,3.09E-20,-1.07E-17,-7.82E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.13E-28,-2.68E-29,-7.55E-27,3.69E-26,4.33E-19,1.78E-18,-1.09E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,9.55E-29,4.56E-27,6.24E-27,8.03E-26,7.26E-19,2.33E-17,3.87E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.69E-28,-2.80E-27,-3.78E-26,-1.96E-25,-6.29E-19,6.31E-18,-8.89E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,9.03E-29,-3.68E-27,-4.63E-26,-1.96E-25,-4.21E-19,6.87E-18,-3.43E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.03E-28,6.48E-28,-3.67E-27,-7.28E-27,-1.13E-19,1.80E-18,5.44E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.14E-28,-2.64E-27,2.68E-26,-3.18E-26,8.81E-19,2.37E-18,1.72E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.30E-28,-2.27E-27,4.12E-26,-1.80E-25,-8.38E-19,9.95E-18,-2.08E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-4.86E-28,-2.39E-27,5.76E-26,1.35E-25,-1.41E-18,6.50E-18,-7.56E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-6.02E-29,-2.19E-28,-1.18E-26,1.08E-25,-6.50E-19,8.50E-18,1.73E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-5.54E-29,-3.76E-28,-1.35E-26,-2.52E-26,1.18E-19,-2.58E-18,-5.22E-20,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.12E-28,1.03E-27,-4.18E-26,-2.15E-26,-1.62E-19,3.09E-18,8.41E-21,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.45E-28,7.98E-28,-1.01E-26,1.41E-25,-2.22E-19,1.21E-17,-8.26E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.93E-29,-8.28E-29,-4.70E-27,-1.52E-27,-5.77E-20,4.38E-19,2.18E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.38E-28,-2.63E-27,-9.85E-27,8.08E-26,1.07E-20,-1.06E-17,-1.62E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.13E-28,1.10E-26,-3.05E-26,-1.52E-25,-8.99E-19,6.69E-18,7.56E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,8.92E-29,-7.54E-28,-1.22E-26,6.32E-26,-8.11E-19,-2.42E-18,-8.11E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.64E-29,2.09E-27,2.15E-27,4.58E-26,-9.89E-19,-3.19E-18,-1.21E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-2.56E-28,6.26E-28,-4.39E-26,6.35E-26,6.42E-19,-9.50E-18,-3.61E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-4.09E-28,2.46E-27,-7.31E-27,-2.55E-25,4.51E-19,-1.88E-17,9.12E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,4.56E-30,1.73E-28,-2.17E-27,2.41E-27,4.52E-20,-5.17E-19,-1.04E-20,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.67E-30,-3.28E-28,-3.69E-26,-2.82E-26,-6.14E-19,1.76E-18,-6.16E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.10E-28,-3.08E-28,8.93E-27,-1.18E-25,5.01E-19,-1.03E-17,-5.32E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.25E-28,-6.27E-28,-3.54E-26,-3.58E-26,1.29E-19,1.08E-17,3.67E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,3.50E-29,-2.04E-27,2.03E-27,3.46E-26,1.35E-19,-5.55E-18,8.95E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.71E-29,4.99E-28,-5.58E-26,2.34E-25,-2.37E-18,-7.22E-18,3.95E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,7.32E-30,-1.11E-28,-4.96E-26,-1.76E-25,-1.62E-19,3.45E-18,1.53E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.17E-28,-1.42E-27,-4.38E-27,1.05E-25,-1.27E-18,5.94E-18,6.24E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.30E-29,-3.85E-29,1.95E-26,1.84E-26,1.94E-19,-1.51E-18,6.86E-19,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,1.94E-29,-1.40E-27,-3.66E-26,-3.59E-25,-9.08E-19,3.37E-18,5.39E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.10E-28,-1.39E-27,4.41E-27,1.31E-25,-7.02E-19,4.66E-18,1.78E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.11E-28,1.90E-27,-5.64E-26,-4.02E-26,-1.22E-19,7.70E-18,2.79E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-3.31E-28,-2.85E-27,-2.11E-26,-6.28E-26,-1.16E-18,5.05E-18,1.93E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,2.24E-29,-3.85E-28,-4.20E-27,3.01E-26,-2.37E-19,1.31E-18,-2.63E-18,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
0.00E+00,-1.42E-28,-1.35E-27,-1.26E-26,-4.39E-26,2.52E-19,2.11E-17,1.26E-17,0.00E+00,8.56E-30,2.02E-29,-1.29E-27,3.80E-27,-1.08E-19,-7.57E-21,-2.09E-02
